Commodity_Name,City,Date,Low_Price,High_Price,Origin,Item_Size
ORANGES,MIAMI,10/30/2019,21.00,23.00,CALIFORNIA,88s
ORANGES,MIAMI,10/30/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,10/30/2019,29.00,29.00,CALIFORNIA,138s
ORANGES,MIAMI,10/31/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,10/31/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,10/31/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,10/31/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,10/31/2019,19.50,23.00,CALIFORNIA,56s
ORANGES,MIAMI,10/31/2019,22.00,24.00,CALIFORNIA,72s
ORANGES,MIAMI,10/31/2019,21.00,23.00,CALIFORNIA,88s
ORANGES,MIAMI,10/31/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,10/31/2019,29.00,29.00,CALIFORNIA,138s
ORANGES,MIAMI,10/15/2019,29.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,10/15/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,10/15/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,10/15/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,10/15/2019,19.50,23.00,CALIFORNIA,56s
ORANGES,MIAMI,10/15/2019,24.00,27.00,CALIFORNIA,72s
ORANGES,MIAMI,10/15/2019,26.00,28.00,CALIFORNIA,88s
ORANGES,MIAMI,10/15/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,10/15/2019,29.00,29.00,CALIFORNIA,138s
ORANGES,MIAMI,11/01/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,11/01/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,11/01/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,11/01/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,11/01/2019,19.50,23.00,CALIFORNIA,56s
ORANGES,MIAMI,11/01/2019,22.00,24.00,CALIFORNIA,72s
ORANGES,MIAMI,11/01/2019,21.00,24.00,CALIFORNIA,88s
ORANGES,MIAMI,11/01/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,11/01/2019,29.00,29.00,CALIFORNIA,138s
ORANGES,MIAMI,10/06/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,10/06/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,10/06/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,10/06/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,10/06/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,10/12/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,10/12/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,10/12/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,10/12/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,10/12/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,10/10/2019,29.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,10/10/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,10/10/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,10/10/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,10/10/2019,19.50,23.00,CALIFORNIA,56s
ORANGES,MIAMI,10/10/2019,24.00,27.00,CALIFORNIA,72s
ORANGES,MIAMI,10/10/2019,26.00,28.00,CALIFORNIA,88s
ORANGES,MIAMI,10/10/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,10/10/2019,29.00,29.00,CALIFORNIA,138s
ORANGES,MIAMI,10/21/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,10/21/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,10/21/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,10/21/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,10/21/2019,19.50,23.00,CALIFORNIA,56s
ORANGES,MIAMI,10/21/2019,24.00,27.00,CALIFORNIA,72s
ORANGES,MIAMI,10/21/2019,26.00,28.00,CALIFORNIA,88s
ORANGES,MIAMI,10/21/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,10/21/2019,29.00,29.00,CALIFORNIA,138s
ORANGES,MIAMI,10/11/2019,29.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,10/11/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,10/11/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,10/11/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,10/11/2019,19.50,23.00,CALIFORNIA,56s
ORANGES,MIAMI,10/11/2019,24.00,27.00,CALIFORNIA,72s
ORANGES,MIAMI,10/11/2019,26.00,28.00,CALIFORNIA,88s
ORANGES,MIAMI,10/11/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,10/11/2019,29.00,29.00,CALIFORNIA,138s
ORANGES,MIAMI,11/08/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,11/08/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,11/08/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,11/08/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,11/08/2019,19.50,22.50,CALIFORNIA,56s
ORANGES,MIAMI,11/08/2019,21.00,25.00,CALIFORNIA,72s
ORANGES,MIAMI,11/08/2019,21.00,25.00,CALIFORNIA,88s
ORANGES,MIAMI,11/08/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,11/08/2019,29.00,29.00,CALIFORNIA,138s
ORANGES,MIAMI,10/19/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,10/19/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,10/19/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,10/19/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,10/19/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,10/23/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,10/23/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,10/23/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,10/23/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,10/23/2019,19.50,23.00,CALIFORNIA,56s
ORANGES,MIAMI,10/23/2019,24.00,27.00,CALIFORNIA,72s
ORANGES,MIAMI,10/23/2019,26.00,28.00,CALIFORNIA,88s
ORANGES,MIAMI,10/23/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,10/23/2019,29.00,29.00,CALIFORNIA,138s
ORANGES,MIAMI,11/12/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,11/12/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,11/12/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,11/12/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,11/12/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,11/10/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,11/10/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,11/10/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,11/10/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,11/10/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,11/15/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,11/15/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,11/15/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,11/15/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,11/15/2019,19.50,22.50,CALIFORNIA,56s
ORANGES,MIAMI,11/15/2019,21.00,25.00,CALIFORNIA,72s
ORANGES,MIAMI,11/15/2019,21.00,25.00,CALIFORNIA,88s
ORANGES,MIAMI,11/15/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,11/15/2019,29.00,29.00,CALIFORNIA,138s
ORANGES,MIAMI,11/13/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,11/13/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,11/13/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,11/13/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,11/13/2019,19.50,22.50,CALIFORNIA,56s
ORANGES,MIAMI,11/13/2019,21.00,25.00,CALIFORNIA,72s
ORANGES,MIAMI,11/13/2019,21.00,25.00,CALIFORNIA,88s
ORANGES,MIAMI,11/13/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,11/13/2019,29.00,29.00,CALIFORNIA,138s
ORANGES,MIAMI,10/20/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,10/20/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,10/20/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,10/20/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,10/20/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,11/14/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,11/14/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,11/14/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,11/14/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,11/14/2019,19.50,22.50,CALIFORNIA,56s
ORANGES,MIAMI,11/14/2019,21.00,25.00,CALIFORNIA,72s
ORANGES,MIAMI,11/14/2019,21.00,25.00,CALIFORNIA,88s
ORANGES,MIAMI,11/14/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,11/14/2019,29.00,29.00,CALIFORNIA,138s
ORANGES,MIAMI,11/17/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,11/17/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,11/17/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,11/17/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,11/17/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,11/18/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,11/18/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,11/18/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,11/18/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,11/18/2019,19.50,22.50,CALIFORNIA,56s
ORANGES,MIAMI,11/18/2019,21.00,25.00,CALIFORNIA,72s
ORANGES,MIAMI,11/18/2019,21.00,25.00,CALIFORNIA,88s
ORANGES,MIAMI,11/18/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,11/18/2019,29.00,29.00,CALIFORNIA,138s
ORANGES,MIAMI,10/22/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,10/22/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,10/22/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,10/22/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,10/22/2019,19.50,23.00,CALIFORNIA,56s
ORANGES,MIAMI,10/22/2019,24.00,27.00,CALIFORNIA,72s
ORANGES,MIAMI,10/22/2019,26.00,28.00,CALIFORNIA,88s
ORANGES,MIAMI,10/22/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,10/22/2019,29.00,29.00,CALIFORNIA,138s
ORANGES,MIAMI,10/26/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,10/26/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,10/26/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,10/26/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,10/26/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,11/22/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,11/22/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,11/22/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,11/22/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,11/22/2019,27.50,27.50,CALIFORNIA,138s
ORANGES,MIAMI,11/02/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,11/02/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,11/02/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,11/02/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,11/02/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,11/07/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,11/07/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,11/07/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,11/07/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,11/07/2019,19.50,22.50,CALIFORNIA,56s
ORANGES,MIAMI,11/07/2019,22.00,25.00,CALIFORNIA,72s
ORANGES,MIAMI,11/07/2019,21.00,25.00,CALIFORNIA,88s
ORANGES,MIAMI,11/07/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,11/07/2019,29.00,29.00,CALIFORNIA,138s
ORANGES,MIAMI,11/03/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,11/03/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,11/03/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,11/03/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,11/03/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,11/04/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,11/04/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,11/04/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,11/04/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,11/04/2019,19.50,23.00,CALIFORNIA,56s
ORANGES,MIAMI,11/04/2019,22.00,24.00,CALIFORNIA,72s
ORANGES,MIAMI,11/04/2019,21.00,24.00,CALIFORNIA,88s
ORANGES,MIAMI,11/04/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,11/04/2019,29.00,29.00,CALIFORNIA,138s
ORANGES,MIAMI,11/06/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,11/06/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,11/06/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,11/06/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,11/06/2019,19.50,23.00,CALIFORNIA,56s
ORANGES,MIAMI,11/06/2019,22.00,24.00,CALIFORNIA,72s
ORANGES,MIAMI,11/06/2019,21.00,24.00,CALIFORNIA,88s
ORANGES,MIAMI,11/06/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,11/06/2019,29.00,29.00,CALIFORNIA,138s
ORANGES,MIAMI,11/09/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,11/09/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,11/09/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,11/09/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,11/09/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,10/25/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,10/25/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,10/25/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,10/25/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,10/25/2019,19.50,23.00,CALIFORNIA,56s
ORANGES,MIAMI,10/25/2019,24.00,27.00,CALIFORNIA,72s
ORANGES,MIAMI,10/25/2019,26.00,28.00,CALIFORNIA,88s
ORANGES,MIAMI,10/25/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,10/25/2019,29.00,29.00,CALIFORNIA,138s
ORANGES,MIAMI,11/28/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,11/28/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,11/28/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,11/28/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,11/28/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,11/05/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,11/05/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,11/05/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,11/05/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,11/05/2019,19.50,23.00,CALIFORNIA,56s
ORANGES,MIAMI,11/05/2019,22.00,24.00,CALIFORNIA,72s
ORANGES,MIAMI,11/05/2019,21.00,24.00,CALIFORNIA,88s
ORANGES,MIAMI,11/05/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,11/05/2019,29.00,29.00,CALIFORNIA,138s
ORANGES,MIAMI,12/03/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,12/03/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,12/03/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,12/03/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,12/03/2019,27.50,27.50,CALIFORNIA,138s
ORANGES,MIAMI,12/02/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,12/02/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,12/02/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,12/02/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,12/02/2019,27.50,27.50,CALIFORNIA,138s
ORANGES,MIAMI,12/01/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,12/01/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,12/01/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,12/01/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,11/30/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,12/01/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,11/30/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,12/04/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,11/30/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,12/04/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,12/04/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,11/30/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,11/30/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,12/04/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,12/04/2019,27.50,27.50,CALIFORNIA,138s
ORANGES,MIAMI,11/16/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,11/16/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,11/16/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,11/16/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,11/16/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,12/07/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,12/07/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,12/07/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,12/07/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,12/07/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,11/11/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,11/11/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,11/11/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,11/11/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,11/11/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,11/21/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,11/21/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,11/21/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,11/21/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,11/21/2019,19.50,22.50,CALIFORNIA,56s
ORANGES,MIAMI,11/21/2019,21.00,25.00,CALIFORNIA,72s
ORANGES,MIAMI,11/21/2019,21.00,25.00,CALIFORNIA,88s
ORANGES,MIAMI,11/21/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,11/21/2019,28.50,29.00,CALIFORNIA,138s
ORANGES,MIAMI,11/23/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,12/08/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,11/23/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,11/19/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,12/08/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,11/23/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,12/08/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,11/19/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,11/23/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,11/19/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,11/23/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,12/08/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,11/19/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,11/19/2019,19.50,22.50,CALIFORNIA,56s
ORANGES,MIAMI,11/19/2019,21.00,25.00,CALIFORNIA,72s
ORANGES,MIAMI,12/08/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,11/19/2019,21.00,25.00,CALIFORNIA,88s
ORANGES,MIAMI,11/19/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,11/19/2019,29.00,29.00,CALIFORNIA,138s
ORANGES,MIAMI,11/20/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,11/20/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,11/20/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,11/20/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,11/20/2019,19.50,22.50,CALIFORNIA,56s
ORANGES,MIAMI,11/20/2019,21.00,25.00,CALIFORNIA,72s
ORANGES,MIAMI,11/20/2019,21.00,25.00,CALIFORNIA,88s
ORANGES,MIAMI,11/20/2019,24.00,26.00,CALIFORNIA,113s
ORANGES,MIAMI,11/20/2019,29.00,29.00,CALIFORNIA,138s
ORANGES,MIAMI,11/24/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,11/24/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,11/24/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,11/24/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,11/24/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,12/15/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,12/15/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,12/15/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,12/15/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,12/15/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,12/17/2019,27.00,29.00,CALIFORNIA,56s
ORANGES,MIAMI,12/17/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,12/17/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,12/17/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,12/17/2019,27.50,27.50,CALIFORNIA,138s
ORANGES,MIAMI,12/20/2019,27.00,29.00,CALIFORNIA,56s
ORANGES,MIAMI,12/20/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,12/20/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,12/20/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,12/20/2019,22.50,22.50,CALIFORNIA,72s
ORANGES,MIAMI,12/18/2019,27.00,29.00,CALIFORNIA,56s
ORANGES,MIAMI,12/18/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,12/19/2019,27.00,29.00,CALIFORNIA,56s
ORANGES,MIAMI,12/18/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,12/19/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,12/18/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,12/19/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,12/18/2019,27.50,27.50,CALIFORNIA,138s
ORANGES,MIAMI,12/19/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,12/19/2019,27.50,27.50,CALIFORNIA,138s
ORANGES,MIAMI,12/24/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,12/24/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,12/24/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,12/24/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,12/24/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,12/21/2019,20.00,23.00,FLORIDA,56s
ORANGES,MIAMI,12/21/2019,20.00,22.00,FLORIDA,80s
ORANGES,MIAMI,12/21/2019,16.00,17.50,FLORIDA,125s
ORANGES,MIAMI,12/21/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,MIAMI,12/21/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,MIAMI,11/29/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,11/29/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,11/29/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,11/29/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,11/29/2019,27.50,27.50,CALIFORNIA,138s
ORANGES,MIAMI,11/26/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,11/26/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,11/26/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,11/26/2019,25.00,28.50,CALIFORNIA,138s
ORANGES,MIAMI,11/26/2019,27.50,27.50,CALIFORNIA,138s
ORANGES,MIAMI,11/27/2019,27.00,30.00,CALIFORNIA,56s
ORANGES,MIAMI,11/27/2019,27.50,29.50,CALIFORNIA,88s
ORANGES,MIAMI,11/27/2019,26.50,30.00,CALIFORNIA,113s
ORANGES,MIAMI,11/27/2019,25.00,28.50,CALIFORNIA,138s
